product_id,review_n,category,product_name_clean,Q_mass_total,Q_pos_product,E_mass_total,E_pos_product,S_mass_total,S_pos_product
PRD_0084,51,에센스/세럼/앰플,[응급진정/흔적케어]로벡틴 시카케어 클리어링 앰플 30ml,50.39306672939366,0.7735106733248233,22.367215007447843,0.7510303268774206,20.2397182631585,0.8597435010945832
PRD_0088,220,스킨/토너,[수딩진정] 넘버즈인 1번 진정 맑게담은 청초토너 300ml 기획 (+1번 패드 10매 증정),163.39976158853025,0.803212812483078,65.31340743357292,0.7876356907580363,44.28683097789681,0.8494763564137434
PRD_0089,594,스킨/토너,[증정기획/대용량] 토리든 다이브인 저분자 히알루론산 토너 500ml 기획 (+화장솜 60매 증정),624.7838392462306,0.7995184933006474,196.1629440082245,0.805404467488735,116.05321674554474,0.8367747475810674
PRD_0090,981,에센스/세럼/앰플,[더블기획] 라운드랩 소나무 진정 시카 앰플 30ml+30ml,1077.7808633335635,0.7495755511457506,383.74843852634433,0.7085887529487336,237.4706981400921,0.7963320674242969
PRD_0091,411,크림,코스알엑스 더 레티놀 0.1 크림 20ml,486.04787128167584,0.6658400488391671,160.69599774304885,0.7211038609445701,92.25613097527533,0.7549102508112641
PRD_0092,1967,에센스/세럼/앰플,[트러블피지완화] 코스알엑스 더 나이아신아마이드 15 세럼 20ml,1627.886963576622,0.7465542533869669,698.5098852827379,0.7734692963066007,528.6031511406402,0.8427628009305332
PRD_0093,321,에센스/세럼/앰플,코스알엑스 더 히알루론산 3 세럼 20ml,249.87867826413896,0.776031953517101,110.95119879953702,0.7383330503119707,76.17012293632402,0.8408102052175032
PRD_0094,1,크림,숨37 마이크로액티브 소프트 핏 크림 50ml,0.973442052304724,0.8275,0.0172144656520517,0.8275,0.0093434820432241,0.8275
PRD_0095,422,스킨/토너,메이크프렘 인테카 진정 토너 200ml 기획(+리필 100ml+크림 31ml),278.868092730351,0.7995811630531298,143.9932672188768,0.8252715757265242,133.13864005077215,0.892215627538381
PRD_0096,35,크림,[EGF판테놀/장벽] 마일드랩 블루센텔라 더마 리페어크림 50ml,41.776322844316816,0.79600321927789,10.259222384093563,0.716235136242797,5.964454771589612,0.7984621580909652
PRD_0097,263,스킨/토너,[약산성/저자극] 파티온 노스카나인 트러블 클리어 토너 200ml,174.62745552679493,0.8072285739081414,99.90277842723194,0.814508827727437,60.46976604597313,0.8586122318712776
PRD_0099,445,로션,[건성피부/보습케어] 라운드랩 포 맨 1025 독도 올인원 플루이드 200ml,361.73445050732494,0.8508564497177178,174.474528838774,0.8478203420326659,89.79102065390104,0.8908775538362529
PRD_0100,49,크림,[단독기획] 토리든 밸런스풀 시카 진정 크림 80ml 기획 (+세럼 10ml),45.97062856589868,0.8416233152705599,12.945555629512375,0.7933945759963726,7.083815804588951,0.8479070177290592
PRD_0101,11,에센스/세럼/앰플,메디힐 티트리 진정 수분 앰플 50ml,9.255609119636809,0.6030512590065339,3.0017140635835906,0.7702418376802666,1.7426768167795998,0.774008983202037
PRD_0102,584,에센스/세럼/앰플,[단독기획] 메디힐 티트리 진정 수분 앰플 50ml+23ml 증정 기획,587.8946354199331,0.7525298401174111,203.84214995052173,0.762576806836143,136.26321462954508,0.809631628225351
PRD_0103,11,에센스/세럼/앰플,[모공에센스] VT 리들샷 100 에센스 50ml (+리들샷 300 1ml*3ea기획 / 단품),16.133623114271572,0.6235838529318032,6.045596427340088,0.6703363848911357,5.820780458388339,0.7775568947553589
PRD_0104,990,로션,[시카보다 4배*강한] 한율 어린쑥 수분진정 플루이드 125ml,835.5102032046755,0.8380934537936267,311.38941102322894,0.8178545774243262,251.10038577209548,0.8773386708579761
PRD_0107,13,로션,[민감진정] 라운드랩 소나무 진정 시카 로션 250ml,27.592658446616607,0.7998846868967222,5.647648364961362,0.7456443893876633,2.7596931884220277,0.763143790783587
PRD_0108,320,스킨/토너,[민감진정] 라운드랩 소나무 진정 시카 토너 250ml,331.752515813022,0.7950218521334458,103.07265132397656,0.7813508702124567,69.17483286300137,0.8352318486829517
PRD_0109,25,에센스/세럼/앰플,몰바니 율피 포어 타이트닝 세럼 50ml,28.18735379773994,0.7909264923448606,7.873828866138953,0.7360887573403674,5.938817336121106,0.8394131824354701
PRD_0110,449,에센스/세럼/앰플,[수분광채] 넘버즈인 6번 푹잠 마스크팩 세럼 80ml 기획(+4번 SOS 얼음장팩),435.2490538348375,0.7934977209140769,168.66885774584006,0.7584081813715007,116.08208841932252,0.8214415691140036
PRD_0111,175,에센스/세럼/앰플,[화해어워드 1위/모공앰플] 닥터오라클 레티노타이트닝 비타민A 레티놀 앰플 50ml,191.4347210877596,0.6906094780614273,71.35397371854958,0.7090451466670834,51.21130519369085,0.7887236618084972
PRD_0112,108,크림,피지오겔 레드수딩 시카밸런스 크림 80ml 대용량,105.54353484416512,0.7896737618347228,33.225770425488896,0.8139914544902028,18.23069473034599,0.8601784001498706
PRD_0113,42,에센스/세럼/앰플,더랩바이블랑두 엑스퍼트루 모공탄력 세럼 30ml,51.07139278742592,0.8501045728237842,11.246248566288267,0.8009193579142787,9.682358646285817,0.8819596631601108
PRD_0114,17,에센스/세럼/앰플,[피부진정] 조선미녀 산들녹차세럼 30ml,11.972447178775152,0.7023673426390851,4.179077577422431,0.742615693288339,5.848475243802416,0.8711557774126918
PRD_0116,49,에센스/세럼/앰플,조선미녀 인삼스네일세럼 30ml,63.12693728270053,0.7352891012759158,26.27113207314049,0.7167454033117692,23.601930644158983,0.8021052844355652
PRD_0117,705,에센스/세럼/앰플,에스트라 리제덤365 모공탄력 캡슐세럼 30ml,585.8273148474512,0.7720064612819683,246.2454241415974,0.7600524708117516,172.92726101095133,0.841994702399437
PRD_0118,3916,에센스/세럼/앰플,[1위 속보습세럼/단독기획] 토리든 다이브인 저분자 히알루론산 세럼 50ml 리필기획(+리필팩 50ml),4546.213286706066,0.7874441296678273,1406.4450481060624,0.7716275784134662,802.3416651878708,0.8118751540365544
PRD_0119,258,에센스/세럼/앰플,파티온 노스카나인 트러블 흔적앰플 15ml,244.76859309999628,0.7170574380755192,79.81363312854995,0.715629230342001,47.41777377145379,0.7811336456925007
PRD_0120,2012,스킨/토너,[속보습루틴] 더랩바이블랑두 저분자 히알루론산 딥 토너 200ml + 50ml 기획,1510.4156749877486,0.8227729239506875,668.2933854831762,0.8125839574441828,506.2909395290752,0.8727031075244923
PRD_0121,215,크림,헤라 하이드로 리플렉팅 마이크로 크림 50ml,176.90115838995996,0.821390263838769,62.41096500222198,0.8021609400996521,50.687876607818055,0.8659628927583269
PRD_0122,85,로션,헤라 하이드로 리플렉팅 플루이드 140ml,67.4974769544469,0.8424359018652907,25.614436479104427,0.8557579169536842,22.888086566448667,0.8937554561394228
PRD_0123,10,에센스/세럼/앰플,더랩바이블랑두 엑스퍼트루 모공탄력 세럼 30ml 기획 (+샤셰 4매 증정),17.804668326429464,0.837273657524258,2.1219519701162968,0.7658635975325571,1.073379703454239,0.8367211125841991
PRD_0124,75,크림,[모공탄력] 마몽드 포어 슈링커 바쿠치올 크림 60ml 기획/단품,89.76432525077142,0.6909156805430705,25.57574925374059,0.7295168002581061,13.659925495487975,0.7828100411272054
PRD_0125,624,에센스/세럼/앰플,[1등세럼] 토리든 다이브인 저분자 히알루론산 세럼 50ml 기획(+멀티패드 10매),712.3405513129112,0.7743794609631788,199.93443056103092,0.7750176169789834,120.7250181260579,0.8069248001600774
PRD_0126,107,에센스/세럼/앰플,어퓨 마데카소사이드 테트라좀시카 앰플 50ml,69.89445332046925,0.7520206916994553,38.62869101238215,0.8111011196543544,28.476855667148595,0.8453576781763777
PRD_0128,10,크림,어퓨 마데카소사이드 테트라좀시카 크림 120ml,12.06422815790722,0.719472727631463,3.796322413554407,0.6236935651318286,1.1394494285383725,0.6104982069201123
PRD_0129,1344,에센스/세럼/앰플,[속보습+피부장벽+트러블케어] 스킨푸드 로열허니 프로폴리스 인리치 에센스 리필기획(50ml+50ml),1377.2177355764388,0.8120266410457703,534.9070155805725,0.8079211101992034,300.87524884298864,0.8493881188069461
PRD_0130,9,에센스/세럼/앰플,[잡티앰플/대용량]센텔리안24 엑스퍼트 마데카 멜라 캡처 앰플 맥스 45ml,12.984734089452727,0.7828647609771687,3.271509657394824,0.7358540174007863,3.7437562531524486,0.8355882304631435
PRD_0131,386,크림,[단독기획] 파티온 노스카나인 트러블 흔적 리페어 크림 50ml 기획(+5ml+흔적앰플 1ml*3ea),327.4086641324552,0.7402901210676495,124.78745716470384,0.7478983656826766,82.80387870284089,0.8179235288145668
PRD_0132,10,에센스/세럼/앰플,[2주모공탄력] 아비브 부활초 비피다 세럼 퍼밍 드롭 50ml,11.06374600788874,0.856001864924429,3.675443322662544,0.6902866628663271,1.2608106694487138,0.7338294063716914
PRD_0133,165,에센스/세럼/앰플,[모공케어] VT 리들샷 700 에센스 30ml,117.56262089061306,0.6883014557399305,62.74991153678606,0.7146818802888202,43.68746757260087,0.8202324256154889
PRD_0135,334,스킨/토너,[NCT 재민PICK] 이즈앤트리 초저분자 히아루론산 토너 300ml,237.20286021707705,0.8258546371548545,117.8374506868517,0.8457026506908617,87.95968909607126,0.8897528061756257
PRD_0137,1733,로션,[지성피부/유분케어] 라운드랩 포 맨 1025 독도 올인원 젤로션 200ml,1075.3492540821649,0.8407875620778983,630.9018300522782,0.84640194686157,473.748915865557,0.8953420909010192
PRD_0139,624,에센스/세럼/앰플,[채서안PICK/화잘먹세럼] 아비브 부활초 비피다 세럼 퍼밍 드롭 50ml 기획 (+30ml 추가 증정),711.0906354084527,0.7519894947645432,216.6147798687488,0.7400685915183824,141.29458472279853,0.8011361162902234
PRD_0140,604,크림,[올영 어워즈 1등 크림]에스트라 아토베리어365 크림 80ml,679.5748513192915,0.7497799328089286,199.2445272537146,0.7471310897950572,130.1806214269938,0.8077925561279116
PRD_0141,4519,로션,[4월 올영픽] 에스트라 아토베리어365 로션 150ml,3555.3490108113647,0.8225675864487696,1387.1881366160885,0.812840751392492,1098.4628525725466,0.8776958401764922
PRD_0142,17,크림,[쿨링진정] 아비브 어성초 크림 카밍 튜브 75ml,13.810997204331,0.7054453295852432,4.195392599614125,0.7349676054540233,2.993610196054872,0.7847428210937644
PRD_0143,747,스킨/토너,[속보습] 닥터지 더모이스처 배리어 D 리퀴드 토너 200ml 기획 (+100ml),621.2508890436413,0.8443329550389809,259.5740572989243,0.839449875375936,197.1750536574344,0.8822698238642265
